ID,Edad,Genero,Ingresos Anuales,Gasto Mensual,Puntuación de Crédito,Región,Comportamiento en linea,Compras en el ultimo año
2152,38,Masculino,1286057,16322,582,Este,9,124
2153,28,Masculino,239656,2707,437,Norte,10,78
2154,55,Femenino,827358,16675,991,Este,1,9
2155,42,Femenino,1297242,29185,401,Este,9,80
2156,27,Masculino,108943,2421,359,Sur,7,59
2157,42,Femenino,1590145,32097,750,Oeste,9,134
2158,32,Masculino,1150384,22216,744,Oeste,10,95
2159,58,Masculino,900166,22085,985,Oeste,1,3
2160,57,Femenino,1688013,41956,833,Oeste,10,97
2161,57,Femenino,1262405,32250,803,Oeste,8,93
2162,22,Masculino,262045,4251,306,Este,6,86
2163,58,Masculino,1055004,29832,814,Sur,1,4
2164,32,Femenino,1621988,33616,794,Sur,9,106
2165,58,Masculino,1061453,38272,786,Oeste,10,110
2166,54,Femenino,427060,14246,837,Este,3,2
2167,63,Femenino,331285,16709,800,Oeste,1,8
2168,57,Masculino,511592,28867,903,Norte,2,4
2169,55,Masculino,1070766,26857,978,Norte,3,5
2170,19,Masculino,206281,5530,306,Norte,7,18
2171,62,Femenino,981968,17626,944,Oeste,2,1
2172,55,Masculino,420824,24730,927,Norte,1,9
2173,47,Femenino,1444795,44344,697,Este,10,96
2174,60,Masculino,742110,17855,802,Sur,2,9
2175,51,Masculino,462675,17391,847,Este,1,1
2176,20,Femenino,143880,1119,494,Norte,6,46
2177,31,Femenino,1377375,44261,591,Oeste,9,118
2178,38,Masculino,777723,27550,493,Sur,10,138
2179,50,Masculino,382268,14128,958,Sur,1,8
2180,68,Masculino,778028,13682,873,Norte,3,3
2181,29,Masculino,241537,5104,484,Este,8,37
2182,34,Femenino,732228,21226,566,Sur,10,112
2183,48,Femenino,985813,40246,691,Este,10,142
2184,43,Masculino,740599,40916,572,Norte,8,143
2185,67,Masculino,1034785,29540,947,Norte,3,2
2186,38,Femenino,1921165,36815,802,Oeste,9,122
2187,59,Masculino,1010789,27664,637,Norte,9,112
2188,22,Masculino,113061,2310,497,Norte,10,70
2189,50,Femenino,930435,12320,818,Sur,3,8
2190,19,Femenino,268000,1595,441,Este,9,97
2191,65,Femenino,307068,6790,876,Norte,2,4
2192,20,Femenino,237689,4474,302,Oeste,9,50
2193,46,Femenino,799808,40649,796,Sur,10,106
2194,70,Masculino,1103656,8290,806,Este,2,1
2195,68,Masculino,1161630,19093,803,Oeste,1,6
2196,59,Femenino,1518418,31447,779,Oeste,8,128
2197,64,Masculino,394262,26057,907,Oeste,1,5
2198,40,Femenino,1765608,18499,486,Este,9,77
2199,31,Femenino,1758393,39408,624,Norte,8,119
2200,25,Masculino,110267,3775,322,Sur,9,68
2201,19,Masculino,196310,3232,379,Sur,8,77
2202,50,Masculino,958270,12172,960,Sur,1,2
2203,58,Masculino,1154775,17108,971,Norte,2,1
2204,36,Femenino,1259861,18173,834,Oeste,8,77
2205,47,Femenino,803546,42004,491,Este,8,117
2206,28,Femenino,235426,3161,493,Norte,6,72
2207,21,Femenino,202694,3883,375,Este,7,62
2208,50,Masculino,790000,41995,492,Norte,8,76
2209,28,Masculino,207176,1338,449,Sur,6,77
2210,18,Masculino,253229,4678,412,Este,9,66
2211,21,Masculino,204489,5499,387,Oeste,9,94
2212,44,Masculino,1878056,43236,747,Oeste,9,87
2213,20,Masculino,156021,5490,386,Sur,7,28
2214,57,Masculino,1889530,28038,492,Este,8,137
2215,56,Masculino,778891,20240,817,Norte,9,86
2216,26,Masculino,123705,5960,426,Este,10,87
2217,43,Femenino,1948876,39312,511,Norte,9,124
2218,50,Femenino,891312,29192,779,Oeste,10,94
2219,49,Masculino,743365,23031,401,Oeste,8,95
2220,50,Femenino,545469,27337,872,Oeste,2,3
2221,25,Masculino,117592,5969,410,Norte,7,18
2222,70,Femenino,980189,23403,874,Sur,2,7
2223,26,Masculino,222448,1646,371,Norte,10,29
2224,25,Femenino,111314,5337,333,Este,6,39
2225,55,Femenino,1504864,34382,848,Oeste,8,120
2226,30,Masculino,257016,2564,353,Sur,9,69
2227,50,Femenino,1804199,28196,830,Este,9,138
2228,30,Masculino,104450,2501,480,Norte,10,97
2229,23,Masculino,182781,3438,406,Sur,7,57
2230,22,Femenino,201591,3621,341,Norte,6,19
2231,20,Femenino,134049,1446,397,Este,7,33
2232,68,Masculino,835135,24829,904,Norte,1,4
2233,41,Femenino,1728596,40988,419,Este,8,118
2234,55,Masculino,806878,12182,915,Este,3,5
2235,44,Femenino,1719037,33798,526,Oeste,9,113
2236,62,Masculino,1004613,13327,835,Norte,1,5
2237,28,Masculino,266036,5320,357,Sur,6,33
2238,44,Masculino,1118046,20216,542,Norte,10,147
2239,18,Masculino,170967,5329,498,Oeste,7,61
2240,59,Masculino,1163171,6150,863,Norte,2,4
2241,22,Femenino,146420,4560,391,Oeste,10,93
2242,30,Femenino,757192,36151,818,Oeste,9,104
2243,25,Femenino,219181,3873,387,Norte,7,45
2244,69,Femenino,776738,13636,961,Norte,2,3
2245,70,Femenino,333775,19849,928,Sur,1,6
2246,23,Femenino,183942,4518,399,Oeste,8,43
2247,58,Femenino,468415,18290,913,Oeste,3,2
2248,58,Femenino,459642,28560,878,Este,2,5
2249,52,Femenino,1220449,20466,812,Oeste,10,84
2250,19,Femenino,258427,1071,458,Sur,8,28
2251,35,Masculino,1327893,33473,751,Norte,9,92
2252,22,Masculino,138868,4072,380,Este,7,95
2253,44,Masculino,1070328,25709,407,Norte,10,114
2254,21,Masculino,141117,1474,499,Oeste,7,83
2255,26,Femenino,193144,1774,451,Este,9,40
2256,22,Masculino,199685,4269,497,Norte,9,80
2257,25,Masculino,133879,3621,428,Norte,8,34
2258,55,Femenino,490604,16137,884,Norte,1,4
2259,21,Masculino,125253,4287,396,Oeste,6,79
2260,44,Femenino,1648563,31767,823,Norte,10,106
2261,56,Masculino,483907,5374,993,Sur,3,9
2262,56,Femenino,433367,21567,849,Este,3,1
2263,33,Masculino,747726,31666,527,Sur,8,119
2264,22,Masculino,109856,1793,460,Norte,8,65
2265,55,Masculino,646704,6820,866,Oeste,1,9
2266,46,Masculino,1839728,39609,747,Oeste,9,110
2267,28,Masculino,148072,1325,498,Sur,7,25
2268,58,Masculino,999054,5170,848,Oeste,1,1
2269,26,Masculino,185669,3741,349,Norte,9,87
2270,18,Masculino,182668,2895,441,Sur,8,59
2271,61,Masculino,1056929,27203,854,Oeste,1,5
2272,49,Masculino,1907634,29545,716,Norte,10,129
2273,51,Masculino,1177978,26905,447,Este,10,141
2274,30,Masculino,210422,4881,368,Norte,10,44
2275,18,Femenino,220070,1965,354,Norte,10,52
2276,52,Femenino,702870,17272,975,Este,1,3
2277,60,Femenino,1247697,30910,506,Sur,9,125
2278,70,Masculino,388118,20032,946,Sur,3,10
2279,40,Femenino,833013,18688,540,Este,10,145
2280,58,Masculino,544062,26946,880,Norte,2,4
2281,48,Masculino,1655910,35313,749,Sur,8,143
2282,21,Masculino,191706,3520,367,Sur,6,54
2283,48,Femenino,1290367,36649,598,Este,8,116
2284,44,Femenino,958372,37877,641,Este,9,130
2285,62,Femenino,1174972,20438,823,Oeste,3,10
2286,24,Masculino,272542,4327,468,Oeste,6,31
2287,27,Masculino,114010,1412,437,Sur,9,91
2288,49,Femenino,1598455,30941,666,Oeste,9,110
2289,55,Femenino,271947,9476,818,Sur,2,2
2290,48,Masculino,1583629,19952,842,Oeste,8,146
2291,24,Masculino,121620,2643,368,Este,10,69
2292,51,Masculino,1826731,26137,806,Sur,9,113
2293,62,Masculino,676046,12787,835,Oeste,2,8
2294,43,Masculino,1037490,21967,748,Sur,10,109
2295,65,Masculino,950096,25664,809,Este,2,6
2296,20,Masculino,143445,3628,496,Oeste,7,93
2297,65,Femenino,969741,24346,963,Oeste,2,3
2298,42,Femenino,1718991,26340,486,Oeste,8,121
2299,23,Femenino,181193,5858,394,Sur,8,22
2300,21,Masculino,206616,2190,388,Oeste,7,97
2301,30,Femenino,190882,2855,387,Este,8,72
2302,23,Masculino,134146,2733,438,Oeste,10,73
2303,63,Femenino,838293,13861,949,Este,1,9
2304,58,Femenino,1488592,31387,657,Este,10,82
2305,19,Masculino,177454,3215,367,Este,8,97
2306,28,Femenino,189356,5621,354,Este,9,99
2307,53,Femenino,702075,41538,707,Oeste,10,130
2308,70,Femenino,388385,24000,958,Este,2,6
2309,24,Femenino,256562,2973,325,Sur,6,54
2310,39,Masculino,1805429,43018,574,Norte,9,124
2311,58,Masculino,499156,18335,980,Norte,2,9
2312,49,Femenino,1053517,15057,665,Este,9,114
2313,56,Femenino,1143136,35909,555,Oeste,8,106
2314,54,Masculino,920969,32199,595,Norte,8,80
2315,62,Masculino,965938,6623,936,Norte,1,9
2316,18,Femenino,243361,5987,409,Sur,10,92
2317,37,Masculino,950491,36079,685,Oeste,8,91
2318,56,Masculino,1111937,26350,952,Norte,1,9
2319,23,Femenino,270995,3141,493,Oeste,9,17
2320,24,Femenino,118981,5181,336,Norte,7,17
2321,25,Femenino,253455,1471,410,Este,7,60
2322,43,Femenino,1560167,24816,630,Este,10,125
2323,27,Femenino,184491,1245,318,Este,9,88
2324,54,Masculino,1190587,29614,542,Oeste,9,107
2325,66,Masculino,1165098,15810,934,Este,2,4
2326,31,Masculino,1672639,23043,691,Sur,9,83
2327,64,Femenino,948945,5447,822,Sur,1,1
2328,58,Femenino,1104759,12321,859,Oeste,3,10
2329,30,Femenino,139983,5262,368,Sur,8,61
2330,43,Femenino,1056672,26311,463,Norte,10,146
2331,53,Masculino,958814,8777,929,Este,1,9
2332,68,Femenino,452901,11812,953,Oeste,1,1
2333,24,Femenino,103596,1289,340,Este,7,92
2334,30,Femenino,216269,1151,346,Sur,9,82
2335,60,Masculino,1131612,24526,865,Norte,2,6
2336,57,Masculino,947648,26733,896,Este,2,1
2337,19,Masculino,163119,2735,441,Sur,7,55
2338,30,Femenino,256380,2130,349,Norte,10,45
2339,56,Masculino,928253,20833,723,Norte,8,141
2340,62,Femenino,351691,24501,855,Sur,3,10
2341,63,Masculino,1184888,11542,819,Oeste,3,6
2342,42,Femenino,1899423,24137,850,Oeste,9,94
2343,45,Masculino,1646578,35646,801,Norte,9,133
2344,59,Masculino,715604,17247,949,Norte,3,5
2345,59,Femenino,1011930,34829,412,Norte,10,125
2346,58,Femenino,1837705,29761,627,Oeste,8,148
2347,18,Masculino,251845,1774,404,Oeste,7,17
2348,55,Masculino,1041521,27337,733,Sur,9,116
2349,51,Masculino,1010369,16929,644,Sur,10,122
2350,20,Masculino,112523,2691,384,Sur,6,32
2351,41,Masculino,1091830,24068,445,Norte,9,117
2352,48,Femenino,1377885,41468,733,Oeste,9,81
2353,21,Masculino,102336,5758,302,Oeste,10,57
2354,29,Masculino,235476,1847,362,Sur,6,97
2355,69,Masculino,1073462,5127,849,Oeste,1,7
2356,25,Femenino,208259,1894,492,Oeste,9,29
2357,53,Masculino,492621,20486,900,Este,1,9
2358,44,Femenino,1420316,20839,835,Sur,9,108
2359,59,Masculino,792243,26328,830,Norte,3,3
2360,30,Femenino,857784,44975,564,Este,9,131
2361,31,Masculino,1571932,40588,657,Oeste,8,137
2362,19,Masculino,222791,4484,344,Oeste,10,76
2363,61,Masculino,303638,19295,839,Sur,2,2
2364,64,Masculino,745262,13735,895,Este,2,8
2365,68,Femenino,1124458,21547,934,Este,3,9
2366,29,Femenino,180872,2222,446,Norte,7,64
2367,20,Femenino,213385,2226,311,Oeste,8,92
2368,38,Masculino,1519399,29868,782,Este,10,148
2369,43,Masculino,1191972,41976,461,Oeste,8,89
2370,62,Femenino,896869,17318,997,Norte,1,10
2371,69,Femenino,329083,14339,938,Oeste,1,8
2372,54,Masculino,763270,29406,951,Norte,3,2
2373,55,Masculino,1998151,25770,614,Norte,10,102
2374,33,Masculino,939176,28925,416,Norte,8,84
2375,54,Femenino,861489,34971,520,Sur,9,144
2376,51,Masculino,653981,26303,951,Oeste,3,10
2377,26,Masculino,124938,5721,456,Este,7,65
2378,50,Masculino,1086879,19859,829,Norte,1,10
2379,22,Masculino,268075,3341,402,Norte,10,23
2380,51,Masculino,882031,20067,872,Oeste,3,4
2381,30,Masculino,216895,4504,330,Norte,6,32
2382,57,Masculino,1196103,25946,854,Oeste,3,3
2383,63,Femenino,311231,13120,835,Este,2,6
2384,49,Masculino,720632,32503,680,Este,8,137
2385,52,Femenino,1366085,21542,511,Norte,10,99
2386,67,Femenino,832411,9398,980,Oeste,1,1
2387,60,Masculino,827916,22044,606,Oeste,9,132
2388,30,Femenino,1776854,23074,821,Este,10,127
2389,66,Femenino,456493,12693,851,Oeste,1,6
2390,43,Masculino,1423065,37225,549,Oeste,8,92
2391,61,Masculino,680390,21981,821,Oeste,2,7
2392,42,Masculino,1644693,25936,531,Norte,9,87
2393,26,Femenino,241359,5455,300,Sur,10,35
2394,49,Femenino,1301866,29676,459,Norte,8,120
2395,21,Masculino,260123,2304,333,Este,10,21
2396,59,Masculino,336456,29389,892,Este,3,10
2397,37,Femenino,1881812,26239,428,Sur,10,114
2398,44,Masculino,953463,40562,566,Este,8,133
2399,56,Masculino,823461,37914,604,Oeste,9,136
2400,65,Femenino,537106,21861,937,Norte,2,8
2401,49,Masculino,1385550,44709,400,Norte,10,134
2402,38,Masculino,966162,25895,675,Norte,9,133
2403,37,Masculino,1712568,30644,406,Oeste,10,82
2404,51,Masculino,326059,17772,943,Norte,1,8
2405,22,Masculino,191055,5115,380,Este,9,96
2406,40,Femenino,1495640,33043,510,Este,10,96
2407,52,Masculino,1003242,23613,515,Norte,9,100
2408,43,Masculino,1223131,31906,730,Este,8,128
2409,58,Masculino,971577,18528,964,Oeste,2,9
2410,28,Masculino,141499,4127,374,Norte,8,29
2411,60,Masculino,1802647,32020,653,Oeste,8,136
2412,57,Femenino,1675510,26005,757,Este,10,121
2413,60,Masculino,1529842,22417,701,Sur,8,125
2414,53,Masculino,682435,27101,830,Oeste,3,1
2415,31,Masculino,873742,32587,564,Este,8,124
2416,58,Femenino,1067868,16440,610,Sur,10,114
2417,31,Femenino,1960448,37082,726,Oeste,10,94
2418,32,Femenino,1491373,34815,466,Sur,8,118
2419,25,Femenino,137019,2535,321,Este,7,28
2420,32,Masculino,1475011,42754,503,Oeste,10,110
2421,23,Femenino,136128,2738,427,Norte,10,43
2422,36,Masculino,1519801,42678,524,Este,9,92
2423,46,Femenino,1741844,15704,701,Oeste,9,88
2424,59,Masculino,858210,30189,647,Norte,8,77
2425,18,Femenino,103126,2558,301,Sur,8,26
2426,18,Femenino,264384,4211,330,Este,10,59
2427,44,Femenino,1425086,36948,476,Este,10,77
2428,56,Femenino,1270296,19980,678,Norte,9,114
2429,45,Masculino,761752,36885,658,Norte,8,77
2430,25,Masculino,128128,5204,498,Sur,6,95
2431,27,Femenino,122984,3587,485,Sur,8,51
2432,33,Masculino,1984881,15158,605,Sur,9,94
2433,18,Femenino,231959,2888,324,Sur,9,28
2434,39,Femenino,1465136,19056,543,Este,10,145
2435,43,Femenino,914516,15260,850,Norte,10,141
2436,19,Masculino,164462,5362,321,Oeste,8,71
2437,69,Masculino,630267,9001,902,Sur,2,10
2438,45,Masculino,1469220,20127,469,Este,8,120
2439,22,Femenino,192627,3484,387,Este,6,39
2440,34,Femenino,1925748,38745,616,Oeste,9,76
2441,36,Femenino,754586,40051,688,Este,8,93
2442,24,Femenino,221198,4757,326,Norte,8,61
2443,66,Masculino,796184,11270,908,Este,2,3
2444,30,Masculino,171254,2945,447,Norte,7,86
2445,48,Femenino,1433556,27626,429,Norte,10,133
2446,59,Femenino,1390470,40068,660,Este,8,138
2447,28,Femenino,202083,2912,418,Sur,10,15
2448,23,Masculino,194411,3925,446,Este,8,44
2449,30,Femenino,142032,1405,407,Oeste,6,57
2450,48,Femenino,963668,40811,457,Sur,10,124
2451,59,Masculino,1190658,17949,803,Norte,2,3
2452,60,Masculino,839235,20781,453,Norte,10,113
2453,66,Femenino,1098582,13692,927,Este,2,10
2454,26,Masculino,246188,4310,302,Este,6,78
2455,61,Femenino,365914,16167,944,Oeste,1,8
2456,22,Femenino,186766,3772,439,Norte,6,50
2457,50,Femenino,1131917,34633,413,Sur,9,105
2458,50,Femenino,451163,15145,808,Sur,1,8
2459,54,Femenino,788538,19361,781,Oeste,8,121
2460,42,Femenino,1231240,16109,638,Sur,10,92
2461,58,Masculino,870232,22891,888,Sur,3,7
2462,33,Femenino,1092930,39540,443,Norte,9,147
2463,30,Femenino,120636,1306,325,Sur,8,88
2464,44,Masculino,1072174,40740,478,Sur,10,112
2465,27,Masculino,188122,4361,486,Sur,6,21
2466,55,Femenino,595323,20044,827,Oeste,3,6
2467,40,Masculino,1570271,23167,499,Este,9,145
2468,64,Masculino,442018,29245,800,Sur,2,3
2469,29,Masculino,163546,1671,319,Sur,8,58
2470,37,Femenino,820822,34407,841,Sur,9,123
2471,64,Masculino,1162771,15977,914,Este,2,4
2472,55,Femenino,1631836,26042,715,Sur,9,120
2473,37,Masculino,1160377,38687,740,Este,9,130
2474,64,Femenino,452780,16147,921,Oeste,3,2
2475,21,Masculino,273981,5125,488,Este,7,51
2476,36,Masculino,1652975,32052,534,Oeste,9,113
2477,57,Masculino,1505118,30256,821,Oeste,10,103
2478,69,Masculino,1091515,10079,965,Norte,3,8
2479,29,Femenino,264368,4899,338,Este,7,32
2480,50,Femenino,1539950,16389,737,Oeste,8,121
2481,49,Femenino,1513153,30122,753,Este,8,127
2482,50,Masculino,258194,29860,948,Oeste,1,10
2483,51,Femenino,830034,15167,893,Sur,1,7
2484,20,Femenino,218420,4574,439,Norte,6,44
2485,69,Masculino,743143,16932,937,Norte,3,6
2486,53,Masculino,638136,15896,805,Sur,1,10
2487,28,Masculino,198197,3663,488,Sur,6,76
2488,55,Femenino,682263,6768,889,Norte,3,2
2489,66,Masculino,1138729,8172,833,Este,3,6
2490,55,Femenino,370701,26960,988,Norte,1,4
2491,21,Femenino,253677,1914,320,Norte,7,87
2492,28,Femenino,136520,1171,430,Este,7,99
2493,18,Masculino,176895,2010,466,Norte,7,93
2494,56,Femenino,369250,24012,987,Este,2,7
2495,66,Masculino,1158534,13687,976,Norte,3,1
2496,60,Masculino,1456076,15199,801,Oeste,8,86
2497,20,Masculino,129368,1264,411,Oeste,6,85
2498,26,Masculino,243305,3805,481,Sur,7,78
2499,68,Masculino,555478,10036,903,Norte,3,9
2500,29,Masculino,102830,1221,424,Sur,10,59
2501,27,Femenino,218068,3430,358,Sur,9,53
2502,23,Femenino,239544,3870,432,Oeste,7,42
2503,20,Masculino,265183,2960,354,Sur,10,94
2504,56,Femenino,1038708,21283,993,Oeste,3,7
2505,23,Femenino,158557,1060,486,Este,6,27
2506,26,Masculino,172756,1650,460,Norte,8,86
2507,32,Masculino,1048396,40895,668,Este,10,112
2508,64,Femenino,981695,23085,821,Oeste,1,8
2509,63,Femenino,596846,25749,879,Oeste,2,4
2510,48,Femenino,1486060,20020,471,Oeste,9,148
2511,51,Femenino,1811187,36738,614,Sur,8,78
2512,51,Femenino,1672359,30602,806,Norte,9,136
2513,59,Femenino,1470613,36636,618,Este,8,111
2514,20,Femenino,224408,5213,336,Sur,7,53
2515,58,Femenino,265406,16571,893,Este,1,2
2516,53,Femenino,751353,5903,944,Norte,1,8
2517,26,Masculino,232280,4561,440,Sur,10,81
2518,58,Femenino,1178235,22637,895,Norte,1,3
2519,46,Masculino,1953715,24224,408,Norte,9,100
2520,21,Masculino,160917,5980,448,Este,7,56
2521,57,Femenino,1508344,20663,529,Sur,9,144
2522,22,Femenino,274415,4479,305,Sur,6,49
2523,51,Masculino,770198,9094,829,Sur,2,7
2524,33,Masculino,1276933,24963,607,Sur,9,97
2525,61,Femenino,483337,8710,872,Oeste,1,4
2526,70,Masculino,845338,14961,813,Sur,3,8
2527,59,Femenino,274358,12715,990,Norte,3,10
2528,63,Masculino,513638,16917,968,Sur,3,8
2529,59,Masculino,1057018,19876,827,Este,3,7
2530,28,Femenino,162216,2464,431,Oeste,10,40
2531,45,Masculino,1091191,36967,793,Sur,8,104
2532,67,Masculino,1058176,7262,888,Este,2,6
2533,48,Masculino,809858,23798,544,Este,10,121
2534,53,Masculino,969609,18390,977,Este,2,6
2535,61,Femenino,353868,16112,937,Este,1,7
2536,23,Femenino,232572,4353,421,Este,10,95
2537,37,Femenino,800243,34922,519,Este,10,134
2538,24,Femenino,184029,3443,401,Oeste,6,91
2539,70,Femenino,1158330,5384,914,Sur,1,1
2540,29,Masculino,186183,1983,464,Norte,7,45
2541,64,Masculino,843708,26575,955,Oeste,2,4
2542,66,Femenino,749587,9602,996,Norte,1,6
2543,55,Masculino,834637,22475,803,Sur,3,8
2544,65,Femenino,309068,24850,945,Este,2,9
2545,53,Masculino,998567,9742,848,Este,3,4
2546,21,Masculino,196995,2501,351,Oeste,9,83
2547,20,Masculino,166798,5973,485,Sur,9,81
2548,57,Femenino,1101334,19923,639,Este,9,112
2549,30,Femenino,1151237,22736,698,Norte,8,131
2550,21,Femenino,130418,1249,319,Oeste,7,36
2551,42,Femenino,1952731,33709,837,Norte,9,139
2552,27,Masculino,124219,4599,425,Este,8,59
2553,52,Masculino,877027,6316,917,Sur,1,9
2554,55,Femenino,448398,15401,921,Norte,1,7
2555,53,Masculino,822630,24229,924,Este,1,4
2556,29,Masculino,231360,5523,451,Oeste,10,20
2557,23,Femenino,200986,1247,388,Este,9,61
2558,53,Femenino,574601,5864,932,Este,3,8
2559,55,Femenino,1053014,5308,982,Sur,3,2
2560,20,Femenino,125930,2285,481,Este,6,79
2561,50,Femenino,1019569,21219,809,Norte,3,3
2562,56,Femenino,522094,9437,867,Oeste,1,9
2563,45,Masculino,1089625,36225,675,Norte,10,128
2564,58,Masculino,946233,16651,996,Norte,1,2
2565,53,Femenino,1609179,26356,784,Norte,9,97
2566,19,Femenino,154945,3055,376,Norte,6,89
2567,53,Femenino,954557,21143,591,Este,8,98
2568,55,Femenino,806101,9166,974,Oeste,3,2
2569,63,Masculino,1117258,16474,883,Este,2,6
2570,51,Femenino,568947,19689,854,Norte,1,8
2571,69,Masculino,552207,17452,948,Norte,1,10
2572,58,Femenino,1353618,31014,806,Oeste,9,111
2573,54,Masculino,916037,10737,992,Sur,1,6
2574,62,Masculino,969495,20931,885,Oeste,1,5
2575,67,Masculino,876633,9611,879,Norte,2,10
2576,54,Femenino,783990,23103,976,Sur,1,8
2577,60,Femenino,724228,5023,999,Sur,1,8
2578,62,Masculino,1074724,26360,929,Este,1,7
2579,42,Masculino,1485723,33739,430,Sur,10,97
2580,18,Masculino,259138,1175,379,Este,7,38
2581,54,Masculino,1099901,7484,847,Norte,2,7
2582,56,Masculino,725048,27204,801,Oeste,3,7
2583,27,Femenino,233305,4464,393,Norte,7,60
2584,34,Femenino,909543,16875,446,Oeste,8,102
2585,25,Femenino,214940,4045,466,Norte,7,32
2586,57,Femenino,330637,26755,839,Oeste,2,6
2587,52,Masculino,1754312,18773,492,Norte,10,118
2588,26,Femenino,120816,5345,455,Oeste,9,67
2589,44,Femenino,1766892,17983,596,Norte,8,134
2590,61,Femenino,670659,13072,959,Norte,2,10
2591,52,Femenino,1863718,29252,743,Este,9,105
2592,58,Femenino,993615,24489,841,Sur,3,8
2593,57,Femenino,1556638,36687,502,Oeste,10,111
2594,69,Masculino,1160504,19632,991,Oeste,2,2
2595,62,Femenino,633402,6692,958,Norte,1,7
2596,59,Masculino,1576599,26691,750,Norte,10,102
2597,20,Femenino,245469,1608,497,Norte,8,73
2598,26,Femenino,105819,1379,433,Norte,8,52
2599,65,Masculino,537630,6239,923,Norte,1,9
2600,36,Masculino,1297235,19077,580,Norte,9,150
2601,38,Femenino,1777299,15760,826,Norte,10,106
2602,30,Masculino,184751,4251,403,Norte,10,67
2603,67,Femenino,1185682,6360,983,Oeste,3,5
2604,69,Masculino,662046,23720,885,Sur,3,9
2605,64,Masculino,644905,11914,818,Oeste,2,5
2606,28,Masculino,186582,1662,354,Oeste,9,58
2607,22,Masculino,149995,3919,470,Oeste,6,33
2608,56,Masculino,1051609,44958,670,Oeste,10,88
2609,60,Masculino,255872,10948,854,Norte,1,6
2610,24,Femenino,197351,4454,315,Sur,7,36
2611,22,Masculino,164037,1387,331,Oeste,6,34
2612,43,Femenino,1040777,42346,709,Este,9,122
2613,26,Femenino,159269,1321,377,Sur,8,55
2614,27,Femenino,153280,2738,357,Este,9,45
2615,51,Masculino,880781,7128,830,Sur,1,4
2616,30,Femenino,189168,5100,450,Oeste,7,79
2617,27,Femenino,110914,5989,308,Sur,6,33
2618,26,Femenino,132040,5963,399,Norte,6,17
2619,58,Masculino,790953,18931,917,Oeste,1,4
2620,25,Masculino,169227,1054,392,Sur,7,53
2621,62,Femenino,1042278,25110,895,Este,1,1
2622,24,Masculino,271694,4525,376,Este,8,71
2623,30,Masculino,1090135,33616,662,Oeste,9,75
2624,60,Femenino,634002,17731,885,Sur,1,9
2625,37,Masculino,1757278,31756,668,Sur,10,150
2626,46,Femenino,1073137,17036,542,Este,9,81
2627,65,Masculino,292474,29957,847,Este,1,3
2628,29,Masculino,245876,5137,335,Oeste,7,24
2629,59,Femenino,593159,22552,907,Sur,2,9
2630,21,Masculino,143754,2917,411,Sur,6,55
2631,63,Masculino,960440,8172,807,Este,1,3
2632,49,Masculino,960020,35980,795,Oeste,10,110
2633,53,Masculino,444448,14944,871,Este,2,7
2634,25,Femenino,272065,4603,390,Sur,8,45
2635,61,Masculino,525969,9171,834,Norte,2,7
2636,21,Masculino,171671,4651,458,Norte,8,86
2637,54,Masculino,1444774,18470,746,Oeste,9,142
2638,26,Masculino,153392,3784,366,Este,7,47
2639,39,Femenino,1045980,39258,645,Norte,9,147
2640,51,Femenino,1244672,30919,629,Este,9,145
2641,26,Femenino,107425,4811,333,Oeste,6,16
2642,20,Femenino,150643,5522,439,Este,10,26
2643,59,Masculino,1038728,29038,616,Este,8,114
2644,30,Masculino,1214999,29826,816,Sur,10,94
2645,52,Femenino,863781,40199,692,Oeste,10,103
2646,38,Masculino,1116090,43095,553,Sur,8,118
2647,21,Masculino,212450,3363,381,Oeste,10,48
2648,57,Femenino,951195,20234,998,Oeste,3,8
2649,53,Femenino,1163818,36044,786,Sur,10,150
2650,63,Femenino,740663,19655,800,Oeste,1,7
2651,55,Femenino,271428,8620,954,Oeste,1,9
2652,21,Masculino,203213,2722,421,Este,6,89
2653,20,Masculino,110366,5879,482,Norte,10,54
2654,51,Masculino,620307,23618,890,Norte,1,8
2655,21,Masculino,202382,2283,322,Este,6,64
2656,22,Masculino,215628,5408,324,Este,8,34
2657,67,Masculino,1029982,28752,983,Este,1,8
2658,70,Masculino,259116,9206,836,Este,3,10
2659,51,Femenino,530982,16816,845,Oeste,1,7
2660,46,Masculino,973835,29603,509,Este,9,96
2661,36,Masculino,1567557,37316,758,Sur,9,80
2662,46,Femenino,1966329,24201,677,Norte,10,128
2663,31,Masculino,1984949,25000,409,Este,10,79
2664,21,Masculino,143380,5375,456,Sur,6,38
2665,34,Masculino,1529003,18742,745,Este,9,100
2666,44,Masculino,1392827,36645,413,Norte,9,82
2667,18,Masculino,194023,3207,482,Sur,6,42
2668,27,Masculino,246081,2235,379,Oeste,6,51
2669,59,Masculino,863300,42385,821,Este,10,84
2670,60,Masculino,867916,19841,430,Norte,9,100
2671,20,Masculino,154721,3140,497,Norte,7,75
2672,68,Femenino,1012820,27852,809,Este,2,5
2673,59,Femenino,983983,8156,881,Este,2,4
2674,67,Femenino,1152564,21000,841,Sur,1,10
2675,37,Masculino,1343055,34656,729,Este,8,117
2676,22,Masculino,278509,4805,350,Este,9,52
2677,53,Femenino,1070801,22582,494,Oeste,8,147
2678,66,Masculino,745442,5523,917,Sur,3,2
2679,35,Femenino,1243686,43581,707,Sur,10,118
